"MSSubClass","MSZoning","LotArea","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","ExterQual","ExterCond","Foundation","BsmtQual","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","TotalBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","MoSold","YrSold","SaleCondition","SalePrice"
30,"RM",5684,"OldTown","1Fam","1Story",6,8,1930,2005,"TA","TA","BrkTil","TA","Ex","Y","FuseA",813,0,813,1,2,"Gd",5,0,"Detchd",6,2006,"Normal",110000
20,"RL",70761,"ClearCr","1Fam","1Story",7,5,1975,1975,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1533,0,1533,3,2,"Gd",5,2,"Attchd",12,2006,"Normal",280000
60,"RL",9303,"Timber","1Fam","2Story",6,5,1996,1997,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",888,868,1756,4,3,"TA",7,0,"Attchd",7,2007,"Normal",204000
60,"FV",9000,"Somerst","1Fam","2Story",8,5,2008,2008,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",786,804,1590,3,3,"Gd",6,0,"Attchd",6,2009,"Normal",210000
90,"RL",9297,"Mitchel","Duplex","1Story",5,5,1976,1976,"TA","TA","CBlock","TA","TA","Y","SBrkr",1728,0,1728,4,4,"TA",8,0,"Detchd",7,2006,"Family",188000
20,"RL",9600,"NWAmes","1Fam","1Story",7,6,1973,1973,"TA","TA","CBlock","TA","Fa","Y","SBrkr",1242,0,1242,2,3,"TA",6,1,"Attchd",9,2007,"Normal",175500
70,"RM",4571,"OldTown","1Fam","2Story",5,5,1916,1950,"TA","TA","BrkTil","TA","Fa","N","SBrkr",624,720,1344,1,4,"TA",7,0,"Detchd",5,2008,"Abnorml",98000
20,"RL",53227,"ClearCr","1Fam","1Story",4,6,1954,1994,"TA","TA","CBlock","Gd","Ex","Y","SBrkr",1663,0,1663,2,2,"Gd",6,2,"Attchd",3,2008,"Normal",256000
70,"RM",5100,"OldTown","1Fam","2Story",8,7,1925,1996,"TA","Gd","PConc","TA","Fa","Y","SBrkr",833,833,1666,1,3,"Gd",7,1,"Detchd",6,2008,"Normal",161000
50,"RL",7015,"BrkSide","1Fam","1.5Fin",5,4,1950,1950,"TA","TA","CBlock","TA","TA","Y","SBrkr",979,224,1203,2,3,"Gd",5,1,"Detchd",7,2009,"Normal",110000
60,"FV",8004,"Somerst","1Fam","2Story",8,5,2009,2009,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",832,1103,1935,4,3,"TA",8,0,"BuiltIn",12,2009,"Partial",263435
70,"RL",7200,"SWISU","1Fam","2Story",7,9,1936,2007,"Gd","Gd","PConc","Gd","Ex","Y","SBrkr",575,560,1135,2,3,"Gd",6,0,"Detchd",4,2009,"Normal",155000
20,"RL",8281,"Sawyer","1Fam","1Story",5,5,1965,1965,"TA","TA","CBlock","TA","Gd","Y","SBrkr",864,0,864,1,3,"TA",5,1,"Detchd",12,2009,"Normal",62383
70,"RL",11988,"Crawfor","1Fam","2Story",6,7,1934,1995,"TA","TA","CBlock","TA","Fa","Y","FuseA",849,811,1660,2,3,"TA",6,1,"Detchd",8,2008,"Normal",188700
20,"RL",8430,"CollgCr","1Fam","1Story",5,5,1978,1978,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1040,0,1040,2,3,"TA",5,0,NA,8,2009,"Normal",124000
120,"RM",3072,"Blmngtn","TwnhsE","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1414,0,1414,2,2,"Gd",6,1,"Attchd",5,2006,"Normal",178740
20,"RL",10628,"NAmes","1Fam","1Story",7,5,1970,1970,"TA","Gd","CBlock","TA","TA","Y","SBrkr",1277,0,1277,2,2,"TA",5,1,"Attchd",4,2007,"Normal",167000
70,"RL",9480,"NAmes","1Fam","2Story",5,7,1942,1995,"TA","TA","CBlock","TA","Ex","Y","SBrkr",888,756,1644,2,3,"Gd",7,2,"Attchd",6,2007,"Normal",146500
20,"RL",11428,"NridgHt","1Fam","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1634,0,1634,2,3,"Gd",7,1,"Attchd",5,2007,"Normal",250000
60,"RL",9291,"SawyerW","1Fam","2Story",6,5,1993,1993,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",832,878,1710,3,3,"Gd",7,0,"Attchd",6,2008,"Normal",187000
120,"RL",6820,"StoneBr","TwnhsE","1Story",8,5,1985,1985,"Gd","TA","PConc","Gd","TA","Y","SBrkr",1502,0,1502,3,1,"Gd",4,0,"Attchd",6,2010,"Normal",212000
60,"RL",11952,"NWAmes","1Fam","2Story",7,6,1977,1977,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1161,808,1969,3,3,"TA",8,1,"Attchd",11,2007,"Normal",190000
180,"RM",3675,"Edwards","TwnhsE","SLvl",6,5,2005,2005,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1072,0,1072,2,2,"TA",5,0,"Basment",6,2008,"Normal",148000
20,"RL",14977,"NridgHt","1Fam","1Story",8,5,2006,2007,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1976,0,1976,3,2,"Gd",7,1,"Attchd",7,2007,"Partial",440000
120,"RL",5330,"StoneBr","TwnhsE","1Story",8,5,2000,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1652,0,1652,3,2,"Ex",6,0,"Attchd",8,2007,"Normal",251000
20,"RL",8480,"Sawyer","1Fam","1Story",5,6,1963,1963,"TA","TA","CBlock","TA","TA","Y","SBrkr",970,0,970,2,2,"TA",5,0,"Detchd",7,2007,"Normal",132500
20,"RL",13125,"CollgCr","1Fam","1Story",6,5,1997,1998,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1493,0,1493,3,3,"Gd",7,1,"Attchd",4,2008,"Normal",208900
60,"RL",13693,"NridgHt","1Fam","2Story",9,5,2006,2006,"Ex","TA","PConc","Gd","Ex","Y","SBrkr",2069,574,2643,3,3,"Ex",9,1,"BuiltIn",3,2007,"Normal",380000
20,"RL",10637,"CollgCr","1Fam","1Story",8,5,2007,2008,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1718,0,1718,3,3,"Gd",7,1,"Attchd",9,2009,"Normal",297000
30,"RM",5925,"OldTown","1Fam","1Story",4,7,1937,2000,"TA","TA","BrkTil","Fa","TA","Y","SBrkr",1131,0,1131,1,2,"TA",7,0,"Detchd",3,2007,"Alloca",89471
20,"RL",16033,"NridgHt","1Fam","1Story",9,5,2004,2005,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1850,0,1850,3,3,"Gd",8,1,"Attchd",3,2006,"Normal",326000
20,"RL",11846,"NridgHt","1Fam","1Story",9,5,2003,2004,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1792,0,1792,3,2,"Ex",6,1,"Attchd",8,2006,"Normal",374000
70,"RM",2500,"OldTown","1Fam","2Story",7,8,1915,2005,"Gd","TA","PConc","TA","Ex","Y","SBrkr",916,910,1826,3,4,"Ex",7,1,"Attchd",6,2009,"Normal",155000
120,"RM",4500,"Mitchel","Twnhs","1Story",6,5,1998,1998,"TA","TA","PConc","Ex","Ex","Y","SBrkr",1216,0,1216,3,2,"TA",5,0,"Attchd",5,2006,"Normal",164000
20,"RL",7758,"Sawyer","1Fam","1Story",5,7,1962,2001,"TA","Gd","CBlock","TA","Gd","Y","SBrkr",999,0,999,2,3,"Gd",6,0,"Detchd",3,2007,"Normal",132500
20,"RL",9600,"NAmes","1Fam","1Story",5,7,1950,2007,"Gd","TA","CBlock","TA","Gd","Y","SBrkr",1113,0,1113,1,3,"Gd",5,1,"Attchd",7,2009,"Normal",147000
20,"RL",10289,"NAmes","1Fam","1Story",5,7,1965,1965,"TA","TA","CBlock","TA","TA","Y","SBrkr",1073,0,1073,3,3,"TA",6,0,"Attchd",6,2007,"Normal",156000
20,"RL",12243,"NWAmes","1Fam","1Story",5,6,1971,1971,"TA","TA","CBlock","Gd","Gd","Y","SBrkr",1484,0,1484,2,3,"TA",7,1,"Attchd",2,2007,"Normal",175000
190,"RL",10800,"OldTown","2fmCon","1.5Fin",5,4,1900,1970,"TA","Fa","CBlock","TA","TA","N","FuseA",1766,648,2414,2,3,"TA",10,1,"Attchd",5,2006,"Normal",160000
180,"RM",1526,"MeadowV","Twnhs","SFoyer",4,8,1970,2002,"TA","Gd","CBlock","Gd","TA","Y","SBrkr",630,0,630,2,1,"Gd",3,0,"Attchd",5,2009,"Normal",86000
160,"RM",2665,"MeadowV","TwnhsE","2Story",5,6,1976,1976,"TA","TA","PConc","Gd","TA","Y","SBrkr",616,688,1304,2,3,"TA",4,1,"BuiltIn",6,2008,"Normal",115000
50,"RL",9490,"NAmes","1Fam","1.5Fin",6,7,1941,1950,"TA","TA","CBlock","TA","TA","Y","FuseA",958,620,1578,2,3,"Fa",5,2,"Attchd",8,2006,"Normal",133000
60,"RL",15578,"Gilbert","1Fam","2Story",6,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",728,728,1456,3,3,"TA",8,0,"Attchd",5,2006,"Partial",172785
20,"RL",7931,"NAmes","1Fam","1Story",5,6,1960,1960,"TA","TA","CBlock","TA","TA","Y","FuseA",1269,0,1269,2,3,"TA",6,1,"Detchd",6,2008,"Normal",155000
30,"RM",5784,"OldTown","1Fam","1Story",5,8,1938,1996,"TA","TA","BrkTil","Fa","Gd","Y","FuseA",886,0,886,1,2,"TA",4,0,"Attchd",12,2009,"Normal",91300
30,"C (all)",7879,"IDOTRR","1Fam","1Story",4,5,1920,1950,"TA","TA","CBlock","TA","TA","N","FuseA",720,0,720,1,2,"TA",4,0,NA,11,2009,"Abnorml",34900
20,"RL",12692,"NoRidge","1Fam","1Story",8,5,1992,1993,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",3228,0,3228,4,4,"Gd",10,1,"Attchd",5,2007,"Normal",430000
50,"RL",9120,"BrkSide","1Fam","1.5Fin",7,6,1925,1950,"TA","Gd","PConc","TA","Ex","Y","SBrkr",1133,687,1820,3,4,"TA",8,0,"Detchd",6,2008,"Normal",184000
20,"RL",7800,"Sawyer","1Fam","1Story",5,7,1967,2004,"TA","TA","PConc","TA","Ex","Y","SBrkr",899,0,899,1,3,"Gd",5,0,"Attchd",6,2009,"Normal",130000
20,"RL",7535,"NAmes","1Fam","1Story",5,7,1958,1985,"TA","TA","CBlock","TA","Fa","Y","SBrkr",912,0,912,2,2,"TA",5,0,"Attchd",6,2007,"Normal",120000
160,"RM",1890,"BrDale","Twnhs","2Story",6,5,1973,1973,"TA","TA","CBlock","TA","TA","Y","SBrkr",672,546,1218,2,3,"TA",7,0,"Detchd",5,2007,"Normal",113000
60,"FV",9803,"Somerst","1Fam","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",866,902,1768,3,3,"Gd",7,0,"Attchd",2,2008,"Normal",226700
20,"RL",9170,"Edwards","1Fam","1Story",5,7,1965,1965,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1214,0,1214,2,2,"TA",6,0,"Detchd",4,2007,"Normal",140000
20,"RL",15602,"Crawfor","1Fam","1Story",7,8,1959,1997,"TA","TA","CBlock","TA","TA","Y","SBrkr",1801,0,1801,3,1,"TA",6,2,"Attchd",3,2010,"Normal",289000
160,"RL",2308,"NPkVill","TwnhsE","2Story",6,5,1974,1974,"TA","TA","CBlock","TA","TA","Y","SBrkr",855,467,1322,4,3,"TA",6,1,"Attchd",6,2009,"Normal",147000
90,"RM",7596,"OldTown","Duplex","2Story",5,5,1952,1952,"TA","TA","CBlock","TA","Gd","Y","SBrkr",960,1000,1960,2,4,"TA",10,0,"Detchd",7,2009,"Normal",124500
60,"RL",9554,"SawyerW","1Fam","2Story",8,5,1993,1994,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1065,846,1911,3,3,"Gd",8,1,"Attchd",9,2006,"Normal",215000
20,"FV",7862,"Somerst","1Fam","1Story",6,5,2009,2009,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1218,0,1218,2,2,"Gd",4,0,"Attchd",9,2009,"Partial",208300
70,"RM",9600,"OldTown","1Fam","2Story",7,9,1928,2005,"TA","Ex","BrkTil","TA","Ex","Y","SBrkr",689,689,1378,2,3,"Gd",7,1,"Detchd",10,2008,"Normal",161000
20,"RL",9600,"NAmes","1Fam","1Story",5,6,1959,1959,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1041,0,1041,2,3,"TA",6,0,"Attchd",7,2009,"Normal",124500
20,"RL",14559,"NAmes","1Fam","1Story",5,7,1951,2000,"Gd","TA","CBlock","TA","Ex","Y","SBrkr",1363,0,1363,2,2,"TA",6,2,"CarPort",6,2009,"Normal",164900
120,"RL",6792,"NridgHt","TwnhsE","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1368,0,1368,2,2,"Gd",6,1,"Attchd",3,2006,"Partial",202665
20,"RL",9100,"NAmes","1Fam","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Y","SBrkr",864,0,864,2,3,"TA",5,0,"Detchd",7,2006,"Normal",129900
20,"RL",9187,"Mitchel","1Fam","1Story",6,5,1983,1983,"TA","Gd","PConc","TA","TA","Y","SBrkr",1080,0,1080,2,3,"TA",5,0,"Attchd",6,2007,"Normal",134000
45,"RL",10594,"Crawfor","1Fam","1.5Unf",5,5,1926,1950,"TA","TA","BrkTil","TA","Fa","N","SBrkr",789,0,789,1,2,"TA",5,0,"Detchd",6,2007,"Normal",96500
20,"RL",12220,"NridgHt","1Fam","1Story",10,5,2009,2009,"Ex","TA","CBlock","Ex","Ex","Y","SBrkr",2020,0,2020,4,3,"Ex",9,1,"Attchd",9,2009,"Partial",402861
80,"RL",10448,"NWAmes","1Fam","SLvl",6,6,1972,1972,"TA","TA","CBlock","TA","TA","Y","SBrkr",1378,741,2119,3,3,"TA",7,1,"Attchd",8,2009,"Abnorml",158000
60,"RL",10208,"NoRidge","1Fam","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1277,1067,2344,3,3,"Gd",7,1,"Attchd",7,2009,"Normal",265000
60,"RL",9531,"CollgCr","1Fam","2Story",6,5,1998,1998,"TA","TA","PConc","Gd","Ex","Y","SBrkr",882,914,1796,4,3,"TA",7,0,"Attchd",5,2007,"Normal",211000
70,"RL",10918,"Crawfor","1Fam","2Story",7,9,1926,2004,"Gd","TA","BrkTil","Gd","Ex","Y","SBrkr",1276,804,2080,2,3,"Gd",9,2,"Detchd",6,2009,"Normal",234000
190,"RL",10800,"OldTown","2fmCon","2Story",4,7,1900,2000,"TA","TA","BrkTil",NA,"TA","N","FuseA",694,600,1294,2,3,"TA",7,0,NA,8,2008,"Normal",106250
20,"RL",11988,"NAmes","1Fam","1Story",6,6,1957,1957,"TA","TA","CBlock","TA","Ex","Y","FuseA",1244,0,1244,2,3,"TA",6,2,"Attchd",5,2007,"Normal",150000
50,"RM",5000,"BrkSide","1Fam","1.5Fin",6,7,1947,1950,"TA","Gd","CBlock","TA","Ex","Y","SBrkr",1004,660,1664,2,3,"TA",7,2,"Detchd",10,2006,"Normal",159000
60,"RL",40094,"Edwards","1Fam","2Story",10,5,2007,2008,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",3138,1538,4676,5,3,"Ex",11,1,"BuiltIn",10,2007,"Partial",184750
60,"RL",11787,"NoRidge","1Fam","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1383,1015,2398,4,3,"Gd",8,1,"Attchd",8,2007,"Normal",315750
20,"FV",7500,"Somerst","1Fam","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1266,0,1266,2,3,"Gd",6,1,"Attchd",4,2006,"Normal",176000
20,"RL",13300,"NAmes","1Fam","1Story",5,7,1956,2000,"TA","TA","CBlock","Gd","TA","Y","SBrkr",928,0,928,1,2,"TA",4,0,"Attchd",6,2007,"Normal",132000
60,"RL",14948,"NridgHt","1Fam","2Story",9,5,2008,2008,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1476,1237,2713,4,3,"Ex",11,1,"Attchd",11,2008,"Partial",446261
30,"RL",9098,"Edwards","1Fam","1Story",4,7,1920,2002,"TA","TA","BrkTil","TA","Ex","Y","SBrkr",605,0,605,2,2,"TA",5,0,NA,7,2007,"Normal",86000
20,"RL",32668,"Crawfor","1Fam","1Story",6,3,1957,1975,"Gd","TA","PConc","TA","TA","Y","SBrkr",2515,0,2515,4,4,"TA",9,2,"Attchd",3,2007,"Alloca",200624
80,"RL",10200,"Timber","1Fam","SLvl",6,5,1988,1989,"Gd","TA","CBlock","Gd","Ex","Y","SBrkr",1509,0,1509,3,3,"Gd",5,1,"Attchd",8,2008,"Abnorml",175000
70,"RM",6155,"BrkSide","1Fam","2Story",6,8,1920,1999,"TA","TA","BrkTil","Fa","Ex","Y","SBrkr",751,611,1362,2,3,"TA",6,0,"Detchd",6,2008,"Normal",128000
20,"RL",7200,"NAmes","1Fam","1Story",5,7,1955,2007,"TA","TA","Slab",NA,"Ex","Y","SBrkr",827,0,827,1,2,"TA",5,1,"Detchd",4,2010,"Normal",107500
20,"RL",5000,"BrkSide","1Fam","1Story",1,3,1946,1950,"Fa","Fa","Slab",NA,"Fa","N","FuseF",334,0,334,1,1,"Fa",2,0,NA,1,2007,"Normal",39300
60,"RL",9056,"Gilbert","1Fam","2Story",8,5,2004,2004,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",707,707,1414,3,3,"Gd",6,1,"Attchd",10,2006,"Normal",178000
190,"RL",7000,"Edwards","2fmCon","2Story",5,7,1910,1991,"TA","TA","CBlock","Gd","TA","Y","SBrkr",820,527,1347,2,3,"TA",5,0,NA,1,2008,"Normal",107500
60,"RL",8924,"CollgCr","1Fam","2Story",7,5,1998,1999,"TA","TA","PConc","Gd","Ex","Y","SBrkr",880,844,1724,3,3,"Gd",8,0,"Attchd",7,2008,"Normal",188000
20,"RL",12735,"NAmes","1Fam","1Story",4,5,1972,1972,"TA","TA","CBlock","TA","TA","Y","SBrkr",864,0,864,1,3,"TA",5,0,"Detchd",4,2008,"Normal",111250
20,"RL",11553,"Sawyer","1Fam","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","TA","Y","SBrkr",1159,0,1159,2,3,"TA",7,1,"Attchd",7,2006,"Normal",158000
20,"RL",11423,"CollgCr","1Fam","1Story",8,5,2001,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1601,0,1601,3,3,"Gd",6,1,"Attchd",5,2010,"Normal",272000
20,"RL",14601,"Timber","1Fam","1Story",9,5,2006,2006,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1838,0,1838,3,2,"Ex",8,1,"Attchd",3,2009,"Normal",315000
60,"RL",11000,"NoRidge","1Fam","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",997,1288,2285,3,4,"Gd",8,1,"BuiltIn",6,2007,"Normal",248000
20,"RL",10140,"NWAmes","1Fam","1Story",7,5,1998,1999,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1680,0,1680,3,3,"Gd",7,1,"Attchd",6,2009,"Normal",213250
120,"RH",4058,"NAmes","TwnhsE","SFoyer",7,5,1998,1998,"TA","TA","PConc","Gd","Ex","Y","SBrkr",767,0,767,2,1,"TA",4,0,"Attchd",6,2007,"Normal",133000
60,"RL",17104,"Gilbert","1Fam","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",664,832,1496,4,3,"Gd",7,1,"Attchd",9,2006,"Partial",179665
50,"RL",13837,"NWAmes","1Fam","1.5Fin",7,5,1988,1988,"Gd","Gd","PConc","Gd","Gd","Y","SBrkr",1377,806,2183,3,4,"Gd",9,0,"Attchd",2,2006,"Normal",229000
50,"RL",8737,"BrkSide","1Fam","1.5Fin",6,7,1923,1950,"TA","TA","BrkTil","Gd","Ex","Y","FuseA",915,720,1635,2,3,"TA",6,1,"Detchd",5,2007,"Normal",210000
85,"RL",7244,"Mitchel","1Fam","SFoyer",5,7,1970,1970,"TA","Gd","CBlock","Gd","Ex","Y","SBrkr",768,0,768,2,2,"TA",5,0,"Detchd",4,2007,"Normal",129500
20,"RM",8235,"OldTown","1Fam","1Story",5,7,1955,1995,"TA","Gd","CBlock","TA","TA","Y","SBrkr",825,0,825,2,2,"TA",4,0,"Detchd",6,2008,"Normal",125000
60,"FV",9375,"Somerst","1Fam","2Story",7,5,2003,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",912,1182,2094,3,4,"Gd",8,1,"BuiltIn",11,2009,"Normal",263000
120,"RL",4043,"NPkVill","TwnhsE","1Story",6,6,1977,1977,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1069,0,1069,2,2,"TA",4,0,"Attchd",10,2008,"Abnorml",140000
20,"RM",6000,"OldTown","1Fam","1Story",5,6,1957,1957,"TA","TA","CBlock","TA","Gd","Y","FuseA",928,0,928,1,3,"TA",5,0,"Attchd",6,2008,"Normal",112500
20,"RL",11146,"NridgHt","1Fam","1Story",8,5,2006,2006,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1717,0,1717,2,3,"Gd",7,1,"Attchd",7,2009,"Normal",255500
20,"RL",8777,"Edwards","1Fam","1Story",4,5,1949,2003,"TA","TA","CBlock",NA,"Ex","Y","SBrkr",1126,0,1126,2,2,"Gd",5,0,"Detchd",5,2009,"Normal",108000
60,"RL",10625,"NridgHt","1Fam","2Story",7,5,2003,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1006,1040,2046,4,3,"Gd",8,1,"BuiltIn",8,2008,"Normal",284000
45,"RM",6380,"BrkSide","1Fam","1.5Unf",5,6,1922,1950,"TA","TA","BrkTil","TA","TA","Y","FuseA",1048,0,1048,1,2,"TA",5,1,"Detchd",8,2006,"Normal",113000
20,"RL",14850,"NAmes","1Fam","1Story",5,5,1957,1957,"TA","TA","CBlock","TA","TA","Y","FuseA",1092,0,1092,2,2,"TA",6,1,"Attchd",5,2006,"Normal",141000
50,"C (all)",11040,"IDOTRR","1Fam","1.5Fin",4,6,1920,1950,"TA","TA","CBlock","TA","Gd","Y","SBrkr",897,439,1336,2,3,"TA",7,0,"CarPort",9,2006,"Normal",108000
60,"RL",21872,"Gilbert","1Fam","2Story",7,5,1996,1997,"TA","TA","PConc","Gd","Ex","Y","SBrkr",729,717,1446,4,3,"TA",6,1,"Attchd",8,2008,"Normal",175000
120,"RL",3196,"Blmngtn","TwnhsE","1Story",7,5,2003,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1557,0,1557,2,2,"Gd",7,1,"Attchd",10,2006,"Normal",234000
20,"RL",11341,"Sawyer","1Fam","1Story",5,6,1957,1996,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1392,0,1392,3,3,"TA",5,1,"Detchd",5,2010,"Normal",121500
20,"RL",10010,"Mitchel","1Fam","1Story",5,5,1974,1975,"TA","TA","CBlock","Gd","Gd","Y","SBrkr",1389,0,1389,2,2,"TA",6,1,"Attchd",4,2006,"Normal",170000
30,"RL",13907,"Edwards","1Fam","1Story",5,6,1940,1969,"TA","TA","CBlock","TA","Ex","Y","SBrkr",996,0,996,2,3,"TA",6,1,NA,7,2008,"Normal",108000
50,"RL",21780,"Edwards","1Fam","1.5Fin",6,7,1918,1950,"TA","TA","BrkTil","Gd","Ex","Y","SBrkr",1163,511,1674,2,4,"TA",8,1,"Detchd",7,2008,"Normal",185000
60,"RL",13346,"NoRidge","1Fam","2Story",7,5,1992,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1166,1129,2295,4,4,"Gd",9,1,"Attchd",7,2006,"Normal",268000
70,"RL",6858,"SWISU","1Fam","2Story",6,4,1915,1950,"TA","TA","PConc","Gd","TA","N","FuseF",841,806,1647,3,4,"Fa",6,0,"Detchd",5,2010,"Normal",128000
60,"RL",11198,"StoneBr","1Fam","2Story",9,5,2005,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1134,1370,2504,3,4,"Ex",11,1,"BuiltIn",6,2008,"Normal",325000
20,"RL",10171,"NridgHt","1Fam","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1535,0,1535,2,3,"Gd",7,0,"Attchd",3,2010,"Normal",214000
50,"RL",12327,"SawyerW","1Fam","1.5Fin",8,8,1983,2009,"Gd","TA","CBlock","Gd","Ex","Y","SBrkr",1496,636,2132,3,1,"Gd",5,1,"BuiltIn",9,2009,"Normal",316600
90,"RL",7032,"NAmes","Duplex","SFoyer",5,5,1979,1979,"TA","TA","CBlock","Gd","TA","Y","SBrkr",943,0,943,2,2,"TA",4,2,"Detchd",12,2006,"Normal",135960
90,"RL",13101,"NAmes","Duplex","1Story",5,5,1965,1965,"TA","TA","CBlock","TA","TA","Y","SBrkr",1728,0,1728,2,6,"TA",10,0,"Detchd",11,2008,"Normal",142600
20,"RL",7332,"NAmes","1Fam","1Story",6,6,1959,1959,"TA","TA","CBlock","TA","Ex","Y","SBrkr",864,0,864,2,2,"Gd",4,0,"Attchd",10,2006,"Abnorml",120000
60,"RL",13159,"Timber","1Fam","2Story",7,5,2009,2009,"TA","TA","PConc","Ex","Gd","Y","SBrkr",846,846,1692,3,3,"Gd",6,0,"Attchd",7,2009,"Partial",224500
80,"RL",9967,"Gilbert","1Fam","SLvl",7,5,2000,2000,"TA","TA","PConc","Gd","Ex","Y","SBrkr",774,656,1430,3,3,"TA",8,1,"BuiltIn",12,2007,"Normal",170000
80,"RL",10500,"NAmes","1Fam","SLvl",5,7,1971,2005,"TA","TA","CBlock","TA","TA","Y","SBrkr",576,533,1109,2,3,"TA",5,0,"BuiltIn",12,2007,"Normal",139000
50,"RL",8480,"NAmes","1Fam","1.5Fin",5,5,1947,1950,"TA","TA","CBlock","TA","TA","Y","SBrkr",832,384,1216,1,2,"TA",6,0,"Detchd",10,2008,"Abnorml",118500
50,"RL",6292,"SWISU","1Fam","1.5Fin",7,7,1928,1950,"TA","TA","BrkTil","TA","Gd","Y","SBrkr",877,600,1477,3,3,"TA",6,1,"Detchd",8,2009,"Normal",145000
80,"RL",11777,"Sawyer","1Fam","SLvl",5,6,1966,1966,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1320,0,1320,2,3,"TA",6,2,"Attchd",5,2006,"Abnorml",164500
160,"FV",3604,"Somerst","TwnhsE","2Story",7,5,2007,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",703,689,1392,2,2,"Gd",5,0,"Detchd",2,2008,"Abnorml",146000
50,"RM",12150,"OldTown","1Fam","1.5Fin",5,5,1954,1954,"TA","TA","BrkTil","TA","Ex","N","FuseF",1050,745,1795,2,4,"TA",7,0,"Attchd",11,2008,"Normal",131500
20,"RL",14585,"NAmes","1Fam","1Story",6,6,1960,1987,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1429,0,1429,2,3,"Gd",7,2,"Attchd",6,2007,"Normal",181900
20,"RL",12704,"NridgHt","1Fam","1Story",8,5,2008,2009,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",2042,0,2042,3,3,"Ex",8,1,"Attchd",8,2009,"Partial",253293
90,"RL",11841,"Edwards","Duplex","SFoyer",6,5,1990,1990,"TA","Gd","CBlock","Gd","TA","Y","SBrkr",816,0,816,2,3,"TA",5,0,NA,5,2007,"Normal",118500
75,"RM",13500,"OldTown","1Fam","2.5Unf",10,9,1893,2000,"Ex","Ex","BrkTil","TA","Gd","Y","SBrkr",1521,1254,2775,4,3,"Gd",9,1,"Detchd",7,2008,"Normal",325000
